CIK,Name,Ex
1522807,Brookfield Global Listed Infrastructure Income Fund Inc,No 10-k
1080099,Informatica Corp,dosenot
50420,Infodata Systems Inc,No 10-k
922913,Pacer Health Corp,No 10-k
1113148,Infinity Pharmaceuticals Inc,dosenot
1100364,Innofone Com Inc,No 10-k
1138639,Infinera Corp,dosenot
920990,Metro One Telecommunications Inc,No 10-k
845434,Infocus Corp,No 10-k
1099944,Inforte Corp,No 10-k
1337013,Infusystem Holdings Inc,dosenot
1018710,Introgen Therapeutics Inc,No 10-k
1132327,Instinet Group Inc,No 10-k
351145,Intergraph Corp,No 10-k
1046257,Ingredion Inc,dosenot
1389115,Innolog Holdings Corp,dosenot
1274913,Inhibitex Inc,dosenot
1046277,Icon International Holdings Inc,No 10-k
1083318,Interactive Intelligence Inc,dosenot
1517650,Interactive Intelligence Group Inc,dosenot
1038277,International Isotopes Inc,dosenot
1084047,Innovative Software Technologies Inc,dosenot
929547,Inkine Pharmaceutical Co Inc,No 10-k
1062128,Inksure Technologies Inc,dosenot
854460,Webcom Inc,No 10-k
885988,Integramed America Inc,dosenot
745287,Intermet Corp,No 10-k
1497645,Summit Hotel Properties Inc,dosenot
789860,Yayi International Inc,dosenot
1411879,Innovus Pharmaceuticals Inc,dosenot
1051114,Innotrac Corp,dosenot
903651,Innodata Inc,dosenot
1096936,Marketing Concepts International,No 10-k
879684,Infonow Corp,No 10-k
1133324,Inphonic Inc,No 10-k
728249,Interphase Corp,dosenot
1056093,Industrial Rubber Products Inc,No 10-k
719494,Inrad Optics Inc,dosenot
320340,Intelligent Systems Corp,dosenot
1172706,Invisa Inc,dosenot
1002390,Americas Suppliers Inc,dosenot
1104506,Insmed Inc,dosenot
1068875,Blucora Inc,dosenot
353020,Aegion Corp,dosenot
802724,Insite Vision Inc,dosenot
1077370,Internet Patents Corp,dosenot
1516479,Insys Therapeutics Inc,dosenot
789460,World Fuel Services Corp,dosenot
50863,Intel Corp,dosenot
1021810,Intelidata Technologies Corp,No 10-k
69422,Intergroup Corp,dosenot
1065351,Inet Technologies Inc,No 10-k
350066,Inter Tel Delaware Inc,No 10-k
913760,Intl Fcstone Inc,dosenot
1127439,Intac International Inc,No 10-k
1265449,Integrated Pharmaceuticals Inc,No 10-k
1036262,Intest Corp,dosenot
896878,Intuit Inc,dosenot
764244,Intervoice Inc,No 10-k
1095277,Intersections Inc,dosenot
736012,Intrusion Inc,dosenot
1039454,Investorsbancorp Inc,No 10-k
1300578,Innovative Card Technologies Inc,No 10-k
1036044,Identive Group Inc,dosenot
719152,Integral Vision Inc,dosenot
1005969,Invision Technologies Inc,No 10-k
1294924,Invensense Inc,dosenot
50601,Innovex Inc,No 10-k
1350381,Innerworkings Inc,dosenot
1020017,Inx Inc,dosenot
866609,Ion Geophysical Corp,exists
352789,Iomega Corp,No 10-k
1083663,I,dosenot
1125001,Iomai Corp,No 10-k
52466,Ionics Inc,No 10-k
1032346,Iona Technologies PLC,No 10-k
1120817,Intraop Medical Corp,No 10-k
1295560,Intreorg Systems Inc,dosenot
1396536,Information Systems Associates Inc,dosenot
949961,Income Opportunity Realty Investors Inc,dosenot
933425,Accredited Business Consolidators Corp,dosenot
894538,Avantogen Oncology Inc,No 10-k
1041652,Iomed LLC,No 10-k
51434,International Paper Co,dosenot
893970,Interpharm Holdings Inc,No 10-k
822663,Inter Parfums Inc,dosenot
1053374,Ipass Inc,dosenot
1195933,Infinity Property & Casualty Corp,dosenot
1410471,Ipc The Hospitalist Company Inc,dosenot
909815,Ipc Holdings LTD,No 10-k
1108727,Ipcs Inc,No 10-k
1546296,Professional Diversity Network Inc,dosenot
1114749,Ipec Holdings Inc,No 10-k
1258383,Ipex Inc,No 10-k
1069562,Integrated Performance Systems Inc,No 10-k
51644,Interpublic Group Of Companies Inc,dosenot
1111928,Ipg Photonics Corp,dosenot
1160958,Inphi Corp,dosenot
1364099,Innophos Holdings Inc,dosenot
866535,Retail Pro Inc,No 10-k
1421461,Intrepid Potash Inc,dosenot
1088022,Ipix Corp,No 10-k
1103389,Imperial Parking Corp,No 10-k
1057232,Interplay Entertainment Corp,dosenot
355356,Imperial Petroleum Inc,dosenot
1140184,Ipayment Inc,dosenot
1435394,Imperial Resources Inc,dosenot
879933,Ipsco Inc,No 10-k
831327,Imperial Sugar Co,dosenot
1078383,Iparty Corp,dosenot
791994,Innova Pure Water Inc,No 10-k
1332702,International Power Group LTD,No 10-k
1507957,Ideal Power Inc,dosenot
898777,Interpool Inc,No 10-k
1003642,Impax Laboratories Inc,dosenot
846494,Instapay Systems Inc,No 10-k
1374835,Iptimize Inc,No 10-k
1051902,Jvweb Inc,No 10-k
898618,Invesco California Quality Municipal Securities,No 10-k
885125,Invesco Quality Municipal Income Trust,No 10-k
898496,Invesco Quality Municipal Securities,No 10-k
1350041,Iq Micro Inc,No 10-k
898659,Invesco New York Quality Municipal Securities,No 10-k
1292653,Inteliquent Inc,dosenot
1126932,Dorato Resources Inc,No 10-k
876982,Invesco Quality Municipal Investment Trust,No 10-k
1160497,Ingersoll Rand Co LTD,No 10-k
1466258,Ingersoll-rand PLC,dosenot
846382,Indian River Banking Company,No 10-k
793043,Ir Biosciences Holdings Inc,dosenot
1159167,Irobot Corp,dosenot
923184,Matthews International Funds,No 10-k
923284,Inland Real Estate Corp,dosenot
841533,Interline Resources Corp,No 10-k
77057,Penick & Ford LTD Inc,No 10-k
723501,Intercom Systems Inc,No 10-k
1418819,Iridium Communications Inc,dosenot
1022575,Governor & Co Of The Bank Of Ireland,No 10-k
796735,Interep National Radio Sales Inc,No 10-k
798359,Investors Real Estate Trust,dosenot
316793,International Rectifier Corp,dosenot
1526796,Ignite Restaurant Group Inc,dosenot
1169358,Inveresk Research Group Inc,No 10-k
1442236,Quest Resource Holding Corp,dosenot
319240,Iris International Inc,dosenot
714278,Information Resources Inc,No 10-k
1006045,Iridex Corp,dosenot
858707,New Ireland Fund Inc,No 10-k
1347729,Security Equity Account Thirteen,No 10-k
1166338,Ireland Inc,dosenot
1020569,Iron Mountain Inc,dosenot
1132694,Iron Mountain Global Inc,No 10-k
78536,Rewards Network Inc,No 10-k
723269,Ironstone Group Inc,dosenot
1393909,Ironwood Gold Corp,dosenot
1514743,If Bancorp Inc,dosenot
1321927,Ing Investments Distributor LLC,No 10-k
1372117,Ing Risk Managed Natural Resources Fund,No 10-k
1396238,Iris Biotechnologies Inc,dosenot
1466085,Independence Realty Trust Inc,dosenot
801122,Ibt Bancorp Inc,No 10-k
1446847,Ironwood Pharmaceuticals Inc,dosenot
1041179,Ic Isaacs & Co Inc,No 10-k
1095133,Isa Internationale Inc,dosenot
842517,Isabella Bank Corp,dosenot
1326807,Investors Bancorp Inc,dosenot
51548,International Speedway Corp,dosenot
357108,Isc8 Inc,dosenot
1355790,International Stem Cell Corp,dosenot
1534880,Prudential Short Duration High Yield Fund Inc,No 10-k
843006,Issuer Direct Corp,dosenot
1295230,International Securities Exchange Holdings Inc,No 10-k
1088120,Isecuretrac Corp,dosenot
1002554,Emerging Vision Inc,dosenot
1231868,Mittal Steel USA Inc,No 10-k
1103977,Rubicon Financial Inc,dosenot
278041,International Shipholding Corp,dosenot
1164327,Infosearch Media Inc,No 10-k
1305220,International Shipping Enterprises Inc,No 10-k
875355,Insignia Systems Inc,dosenot
1096325,Intersil Corp,dosenot
874015,Isis Pharmaceuticals Inc,dosenot
773730,Isco Inc,No 10-k
865277,Aberdeen Israel Fund Inc,No 10-k
1499785,China Herb Group Holdings Corp,dosenot
863015,Isle Of Capri Casinos Inc,dosenot
1373671,Isilon Systems Inc,No 10-k
1319644,Ixi Mobile Inc,No 10-k
1054311,US Farms Inc,No 10-k
1289630,Synerteck Inc,No 10-k
49852,Image Systems Corporation,No 10-k
943034,Image Sensing Systems Inc,dosenot
888693,Isco International Inc,No 10-k
723574,Image Software Inc,No 10-k
1023966,Isonics Corp,No 10-k
1380180,Isotis Inc,No 10-k
1040416,Inspire Pharmaceuticals Inc,No 10-k
728387,Isoray Inc,dosenot
1509786,Inspired Builders Inc,dosenot
1035267,Intuitive Surgical Inc,dosenot
719209,Isramco Inc,dosenot
836690,Innovative Solutions & Support Inc,dosenot
1057695,Network 1 Financial Group Inc,dosenot
854701,Integrated Silicon Solution Inc,dosenot
894871,Integrated Surgical Systems Inc,exists
1053148,Internet Security Systems Inc,No 10-k
930553,Ista Pharmaceuticals Inc,dosenot
1025995,Interactive Systems Worldwide Inc,No 10-k
914626,Insynq Inc,No 10-k
718130,Integral Systems Inc,No 10-k
1271551,Inner Systems Inc,dosenot
749251,Gartner Inc,dosenot
875428,Itec Attractions Inc,No 10-k
1317630,Itc Holdings Corp,dosenot
1086688,Intarcia Therapeutics Inc,No 10-k
1041954,Itc Deltacom Inc,dosenot
1567514,Intra-cellular Therapies Inc,dosenot
941814,Integrated Data Corp,No 10-k
855372,Eco2 Plastics Inc,No 10-k
1193940,Averion International Corp,No 10-k
860518,Itex Corp,dosenot
1123195,Precom Technology Inc,No 10-k
920424,Investment Technology Group Inc,dosenot
320573,International Thoroughbred Breeders Inc,No 10-k
1324205,Alsius Corp,No 10-k
350868,Iteris Inc,dosenot
720858,Investors Title Co,dosenot
1016439,Intelligroup Inc,No 10-k
1018281,Integral Technologies Inc,dosenot
1000234,Imperial Capital Bancorp Inc,No 10-k
1322387,Intelligentias Inc,No 10-k
1120105,Intellon Corp,No 10-k
1087432,Intermune Inc,dosenot
803227,Intertan Inc,No 10-k
1097430,International Monetary Systems LTD,dosenot
1360184,Itonis Inc,No 10-k
1194842,In Touch Media Group Inc,No 10-k
1125856,Intrepid Holdings Inc,No 10-k
1307345,Itp Energy Corp,dosenot
1025134,Intraware Inc,No 10-k
50710,Javelin Pharmaceuticals Inc,No 10-k
780571,Itron Inc,dosenot
1101175,Iteris Inc,No 10-k
354813,International Lottery & Totalizator Systems Inc,dosenot
216228,Itt Corp,dosenot
859914,Intellectual Technology Inc,No 10-k
1174893,Interactive Television Networks,No 10-k
949371,I2 Telecom International Inc,dosenot
49826,Illinois Tool Works Inc,dosenot
947429,International Wire Group Inc,No 10-k
1009304,I2 Technologies Inc,No 10-k
1061895,Itxc Corp,No 10-k
1103764,Integrity Bancshares Inc,No 10-k
879437,Infogroup Inc,No 10-k
1349892,Valuerich Inc,No 10-k
1001902,Intevac Inc,dosenot
742112,Invacare Corp,dosenot
1219606,Exploration Drilling International Inc,No 10-k
1140878,Ivi Communications Inc,No 10-k
1095175,Investco Corp,No 10-k
1397183,Iveda Solutions Inc,dosenot
1190370,Innovative Designs Inc,dosenot
312257,Innovative Food Holdings Inc,dosenot
1212570,Invicta Group Inc,No 10-k
1568292,Ivy High Income Opportunities Fund,No 10-k
1099332,Tire International Environmental Solutions Inc,dosenot
1114084,Intervideo Inc,No 10-k
1074767,Ivillage Inc,No 10-k
1142733,In Veritas Medical Diagnostics Inc,No 10-k
1105064,Ivoice Inc,dosenot
1307969,B Green Innovations Inc,dosenot
1035181,Ivow Inc,No 10-k
1337223,Innovive Pharmaceuticals Inc,No 10-k
1437071,Invesco Mortgage Capital Inc,dosenot
841096,Ivory Capital Corp,No 10-k
1117064,Infovista SA,No 10-k
1424280,Ivt Software Inc,dosenot
772197,Ivax Corp,No 10-k
914208,Invesco LTD,exists
941685,Imageware Systems Inc,dosenot
1074564,Infowave Software Inc,No 10-k
1120462,Iowa Telecommunications Services Inc,No 10-k
1095478,Interwave Communications International LTD,No 10-k
1494214,Intercore Energy Inc,dosenot
1005758,Radioio Inc,dosenot
717197,Interwest Medical Corp,No 10-k
1042431,Interwoven Inc,No 10-k
1119190,Iwt Tesoro Corp,No 10-k
1076038,Inform Worldwide Holdings Inc,No 10-k
1434598,Intelimax Media Inc,dosenot
1278730,Innexus Biotechnology Inc,No 10-k
1091325,China Yida Holding Co,dosenot
1114241,Inyx Inc,No 10-k
807882,Jack In The Box Inc,dosenot
52971,Jaco Electronics Inc,No 10-k
895655,Jarden Corp,dosenot
855663,Gundaker,No 10-k
1009829,Jakks Pacific Inc,dosenot
1334586,Jammin Java Corp,dosenot
914373,Jameson Inns Inc,No 10-k
1016708,Renovacare Inc,dosenot
800454,Janex International Inc,No 10-k
34151,Jo-ann Stores Inc,dosenot
1092302,Javo Beverage Co Inc,No 10-k
103884,Alexanders J Corp,dosenot
1005507,Jacksonville Bancorp Inc,No 10-k
1071264,Jacksonville Bancorp Inc,dosenot
1337675,Jazz Technologies Inc,dosenot
1232524,Jazz Pharmaceuticals PLC,dosenot
728535,Hunt J B Transport Services Inc,dosenot
1381105,Jbi Inc,dosenot
898293,Jabil Circuit Inc,dosenot
1158463,Jetblue Airways Corp,dosenot
816330,JB Oxford Holdings Inc,No 10-k
880117,Sanfilippo John B & Son Inc,dosenot
1433660,John Bean Technologies Corp,dosenot
1385763,Nuveen Core Equity Alpha Fund,No 10-k
1051251,J Crew Group Inc,dosenot
53669,Johnson Controls Inc,dosenot
1139163,JCM Partners LLC,No 10-k
1569329,Youngevity International Inc,dosenot
1084048,J2 Global Inc,dosenot
53456,Jersey Central Power & Light Co,dosenot
77182,J C Penney Corp Inc,No 10-k
1166126,J C Penney Co Inc,dosenot
22701,Communications Systems Inc,dosenot
885307,Jewett Cameron Trading Co LTD,dosenot
1060888,Jurak Corp World Wide Inc,No 10-k
100689,Underwriting Group For Association For T,No 10-k
1006892,Jda Software Group Inc,dosenot
1255821,Nuveen Diversified Dividend & Income Fund,No 10-k
798757,Edwards J D & Co,No 10-k
1394220,Rino International Corp,No 10-k
1258021,Jed Oil Inc,No 10-k
1086411,John D Oil & Gas Co,dosenot
912093,JDS Uniphase Corp,dosenot
52988,Jacobs Engineering Group Inc,exists
793964,Jeffries Group Inc,No 10-k
1084580,Jefferies Group LLC,dosenot
1097867,Jagged Edge Mountain Gear Inc,No 10-k
806817,Jennifer Convertibles Inc,No 10-k
866095,Japan Equity Fund Inc,No 10-k
874495,Jeffersonville Bancorp,dosenot
1222915,Jefferson Bancshares Inc,dosenot
888137,Jpmorgan China Region Fund Inc,No 10-k
1313259,Nuveen Tax-advantaged Floating Rate Fund,No 10-k
1276533,Nuveen Floating Rate Income Fund,No 10-k
1331474,Jaguar Acquisition Corp,No 10-k
1359816,Nuveen Global Income Opportunities Fund,No 10-k
1121793,Jagged Peak Inc,dosenot
1390109,Nuveen Diversified Currency Opportunities Fund,No 10-k
1363421,Nuveen Global Value Opportunities Fund,No 10-k
1580185,Jgwpt Holdings Inc,dosenot
45599,Harland John H Co,No 10-k
736260,Hancock John Financial Services Inc,No 10-k
852954,Diamond Hill Financial Trends Fund Inc,No 10-k
759828,John Hancock Investors Trust,No 10-k
1200446,Nuveen Quality Preferred Income Fund 3,No 10-k
1200448,Nuveen Insured Michigan Tax-free Advantage Municipal Fund,No 10-k
759866,John Hancock Income Securities Trust,No 10-k
910721,J Jill Group Inc,No 10-k
1454311,One2one Living Corp,dosenot
1462633,Jive Software Inc,dosenot
1420178,Jamaica Jiminc,No 10-k
785956,J&J Snack Foods Corp,dosenot
1056874,Rexnord-zurn Holdings Inc,No 10-k
779152,Henry Jack & Associates Inc,dosenot
1320492,Nuveen Equity Premium Advantage Fund,No 10-k
216275,JLG Industries Inc,No 10-k
1037976,Jones Lang Lasalle Inc,dosenot
806384,JLM Couture Inc,No 10-k
52969,Jaclyn Inc,No 10-k
1472215,Nuveen Mortgage Opportunity Term Fund,No 10-k
1133062,Janel World Trade LTD,dosenot
857953,Jmar Technologies Inc,No 10-k
1316898,Jamba Inc,dosenot
1114868,Monroe James Bancorp Inc,No 10-k
1135271,Jamdat Mobile Inc,No 10-k
1502711,Nuveen Energy MLP Total Return Fund,No 10-k
1552890,Javelin Mortgage Investment Corp,dosenot
1063154,Jupiter Marine International Holdings Inc,No 10-k
1383803,JMP Group Inc,dosenot
1479238,Nuveen Mortgage Opportunity Term Fund 2,No 10-k
1204853,Jane Butel Corp,No 10-k
885708,Nuveen Investments Inc,No 10-k
1314183,Jingwei International LTD,dosenot
1094087,Jni Corp,No 10-k
200406,Johnson & Johnson,dosenot
1318862,Juniper Partners Acquisition Corp,No 10-k
1043604,Juniper Networks Inc,dosenot
1065865,Janus Capital Group Inc,dosenot
874016,Jones Group Inc,dosenot
40570,General Employment Enterprises Inc,dosenot
745308,ST Joe Co,dosenot
844143,Joes Jeans Inc,dosenot
859796,Japan Smaller Capitalization Fund Inc,No 10-k
1573166,Jones Energy Inc,dosenot
54003,Jorgensen Earle M Co,No 10-k
920033,Bank Jos A Clothiers Inc,dosenot
788329,Johnson Outdoors Inc,dosenot
801898,Joy Global Inc,dosenot
53347,Jefferson Pilot Corp,No 10-k
1321559,Jpak Group Inc,dosenot
1216583,Nuveen Preferred Income Opportunities Fund,No 10-k
1162867,JPC Capital Partners Inc,No 10-k
1506814,JPX Global Inc,dosenot
1338561,Nuveen Equity Premium & Growth Fund,No 10-k
1547994,Nuveen Preferred & Income Term Fund,No 10-k
19617,Jpmorgan Chase & Co,dosenot
1176433,Nuveen Quality Preferred Income Fund 2,No 10-k
846615,JPS Industries Inc,No 10-k
1573312,Nuveen Flexible Investment Income Fund,No 10-k
1298699,Nuveen Equity Premium Income Fund,No 10-k
1227476,Nuveen Credit Strategies Income Fund,No 10-k
930796,Hammons John Q Hotels Inc,No 10-k
847416,Eagle Ford Oil & Gas Corp,dosenot
1035815,Journal Register Co,No 10-k
1297720,James River Coal Co,dosenot
1163967,Jre Inc,No 10-k
1539337,Nuveen Real Asset Income & Growth Fund,No 10-k
1232241,Journal Communications Inc,dosenot
1289213,Nuveen Floating Rate Income Opportunity Fund,No 10-k
1158289,Nuveen Real Estate Income Fund,No 10-k
1089393,Jacobson Resonance Enterprises Inc,No 10-k
1294017,Jer Investors Trust Inc,No 10-k
1159770,Jackson Rivers Co,No 10-k
1325177,James River Group Inc,No 10-k
1509253,Nuveen Short Duration Credit Opportunities Fund,No 10-k
1083522,Jones Soda Co,dosenot
1308658,Nuveen Equity Premium Opportunity Fund,No 10-k
1423239,Jasper Ventures Inc,No 10-k
1265708,Nuveen Tax Advantaged Total Return Strategy Fund,No 10-k
1213106,Jetblack Corp,dosenot
1397173,Nuveen Tax-advantaged Dividend Growth Fund,No 10-k
1172168,Nuveen Quality Preferred Income Fund,No 10-k
1507986,Jetpay Corp,dosenot
1283552,Jackson Hewitt Tax Service Inc,No 10-k
1366312,Juhl Energy Inc,dosenot
1309055,X & O Cosmetics Inc,dosenot
864921,Juniper Group Inc,dosenot
723888,Juno Lighting Inc,No 10-k
714712,Juniata Valley Financial Corp,dosenot
718500,Jove Corp,No 10-k
1007019,Coffee Holding Co Inc,dosenot
1122887,Java Detour Inc,No 10-k
1171838,Sundance Strategies Inc,dosenot
1230524,Sky Power Solutions Corp,dosenot
107140,Wiley John & Sons Inc,dosenot
868984,Whitehall Jewellers Inc,No 10-k
72333,Nordstrom Inc,dosenot
1172097,Jacksonville Bancorp Inc,No 10-k
1484949,Jacksonville Bancorp Inc,dosenot
1308710,Jayhawk Energy Inc,dosenot
1085661,Travelstar Inc,No 10-k
55067,Kellogg Co,dosenot
1394446,Kabe Exploration Inc,dosenot
1072119,Kahala Corp,No 10-k
886346,Kadant Inc,dosenot
822997,International Packaging & Logistics Group Inc,dosenot
1142380,Callisto Pharmaceuticals Inc,dosenot
1162895,Kal Energy Inc,No 10-k
811596,Kaiser Aluminum Corp,dosenot
54381,Kaman Corp,dosenot
1089907,SWK Holdings Corp,dosenot
1281949,Adesa Inc,dosenot
1395942,Kar Auction Services Inc,dosenot
1037067,Kasper A S L LTD,No 10-k
55772,Kimball International Inc,dosenot
1125011,Kanbay International Inc,No 10-k
810162,KBF Pollution Management Inc,No 10-k
795266,KB Home,dosenot
1293310,Kalobios Pharmaceuticals Inc,dosenot
1164888,Kyto Biopharma Inc,dosenot
1357615,KBR Inc,dosenot
1063494,KBW Inc,dosenot
1372807,Kcap Financial Inc,dosenot
1060749,Knight Capital Group Inc,dosenot
1569391,KCG Holdings Inc,dosenot
831967,Kinetic Concepts Inc,No 10-k
54473,Kansas City Life Insurance Co,dosenot
921691,Cole Kenneth Productions Inc,dosenot
832820,KCS Energy Inc,No 10-k
1049011,Kid Castle Educational Corp,exists
832812,Kindercare Learning Centers Inc,No 10-k
58592,4licensing Corp,dosenot
1109553,Kodiak Energy Inc,dosenot
1130951,Kingdom Ventures Inc,No 10-k
740694,Kaydon Corp,dosenot
1083321,Klondike Star Mineral Corp,No 10-k
911148,Cadus Corp,dosenot
54883,Keane Inc,No 10-k
1363890,Kayne Anderson Energy Development Co,No 10-k
